STATE_FIP,COUNTY_FIP,TRACT_ID,Median Income,Median Income Male,Median Income Female,geom
47,065,011002,"36,480","50,631","24,296","POLYGON ((-85.38441499999999 35.144881, -85.383274 35.145469999999996, -85.383937 35.146688999999995, -85.38255199999999 35.147234, -85.383899 35.148623, -85.382144 35.150453999999996, -85.381868 35.152023, -85.38288899999999 35.152221, -85.37686699999999 35.159473999999996, -85.36332 35.176066, -85.356439 35.184407, -85.353065 35.188854, -85.349471 35.193145, -85.333114 35.213224, -85.31258199999999 35.238279999999996, -85.29254399999999 35.26291, -85.289656 35.260289, -85.29060799999999 35.258579999999995, -85.288277 35.257964, -85.28810299999999 35.256508, -85.28708499999999 35.255677999999996, -85.286013 35.256716, -85.284432 35.256727, -85.28355499999999 35.254709999999996, -85.281471 35.255137999999995, -85.27835499999999 35.258593999999995, -85.277524 35.258742, -85.27543899999999 35.261055, -85.27431299999999 35.263180999999996, -85.272691 35.263373, -85.269187 35.263036, -85.26843 35.264030999999996, -85.26890499999999 35.265432, -85.26781199999999 35.266959, -85.264682 35.26726, -85.263376 35.267050999999995, -85.262862 35.263902, -85.261884 35.26283, -85.260458 35.262482999999996, -85.256317 35.262816, -85.256103 35.262271999999996, -85.257673 35.259074999999996, -85.25729199999999 35.256777, -85.257964 35.25492, -85.256062 35.252925, -85.255963 35.251737999999996, -85.256771 35.249435999999996, -85.25587399999999 35.247946999999996, -85.25456799999999 35.247983999999995, -85.24946299999999 35.247183, -85.24653599999999 35.247645999999996, -85.243067 35.249614, -85.23927499999999 35.248715, -85.23699599999999 35.245720999999996, -85.23607 35.24434, -85.23698 35.24033, -85.23569499999999 35.238392999999995, -85.234398 35.235625, -85.23313399999999 35.233461999999996, -85.237195 35.231159, -85.23818399999999 35.230871, -85.24088599999999 35.229399, -85.238815 35.228244, -85.23968699999999 35.224499, -85.241444 35.222085, -85.243736 35.219905, -85.25062799999999 35.214566, -85.258011 35.214406, -85.260322 35.214833999999996, -85.26175599999999 35.216798, -85.264889 35.217656, -85.261487 35.215671, -85.26194799999999 35.211431999999995, -85.263224 35.209747, -85.266449 35.207724999999996, -85.271315 35.205914, -85.273285 35.204589999999996, -85.271919 35.202884, -85.273293 35.202991, -85.27637 35.202034999999995, -85.276928 35.200751, -85.280053 35.197172, -85.28125299999999 35.196873, -85.28465399999999 35.198267, -85.286834 35.195507, -85.286031 35.194880999999995, -85.285108 35.193551, -85.281312 35.192510999999996, -85.28041499999999 35.191763, -85.281514 35.191071, -85.282789 35.189385, -85.283436 35.188176, -85.28323499999999 35.187677, -85.28116299999999 35.188286, -85.279665 35.186968, -85.28052 35.185412, -85.283622 35.183489, -85.285619 35.181972, -85.28860399999999 35.177277, -85.291889 35.172945, -85.293975 35.170912, -85.295583 35.16834, -85.29595499999999 35.166951999999995, -85.299326 35.163134, -85.2997 35.162534, -85.300454 35.161949, -85.30090899999999 35.161083, -85.301312 35.160671, -85.301822 35.160529, -85.302255 35.160337999999996, -85.30218099999999 35.159909, -85.30431999999999 35.155878, -85.312145 35.147141999999995, -85.312972 35.147393, -85.31429299999999 35.145447, -85.314961 35.145351, -85.315049 35.145067, -85.315112 35.144036, -85.316315 35.140541, -85.31875099999999 35.137505, -85.320769 35.136638999999995, -85.32318 35.134515, -85.323756 35.134443, -85.324578 35.134620999999996, -85.326411 35.136051, -85.327354 35.135227, -85.330727 35.138054, -85.33039099999999 35.138329, -85.33092599999999 35.139862, -85.33313799999999 35.141121, -85.332726 35.142021, -85.336331 35.146552, -85.33445999999999 35.148997, -85.33858599999999 35.151379999999996, -85.340808 35.15211, -85.34251499999999 35.153365, -85.344544 35.153793, -85.345708 35.153254, -85.34608999999999 35.153413, -85.346491 35.153188, -85.346999 35.15227, -85.34758099999999 35.152072, -85.347996 35.152116, -85.348485 35.152308, -85.349515 35.15244, -85.34991199999999 35.152181999999996, -85.349981 35.152108, -85.350083 35.149763, -85.351789 35.149279, -85.351901 35.146515, -85.35365399999999 35.145685, -85.355099 35.145761, -85.359673 35.142023, -85.35931699999999 35.140583, -85.35757 35.137825, -85.358257 35.133863, -85.358704 35.133098, -85.35963699999999 35.133004, -85.363463 35.130030999999995, -85.36541799999999 35.128512, -85.371499 35.12749, -85.372086 35.126816999999996, -85.373294 35.126549, -85.375434 35.127505, -85.37613999999999 35.129006, -85.375745 35.126663, -85.376188 35.124128, -85.377872 35.123345, -85.379283 35.123968, -85.380285 35.125392999999995, -85.38091399999999 35.128304, -85.38145999999999 35.137907, -85.381985 35.13868, -85.381019 35.14286, -85.38356399999999 35.143215999999995, -85.38441499999999 35.144881))"
47,065,010413,"40,485","50,789","31,771","POLYGON ((-85.19930699999999 35.154057, -85.19419099999999 35.159127999999995, -85.19138699999999 35.162484, -85.188603 35.165234999999996, -85.184817 35.167561, -85.178823 35.170591, -85.1764 35.171138, -85.17515399999999 35.171403, -85.173947 35.172008999999996, -85.172501 35.173752, -85.169373 35.182983, -85.16834999999999 35.185989, -85.165142 35.195189, -85.163808 35.197159, -85.163913 35.197224999999996, -85.16091899999999 35.199585, -85.158821 35.200610999999995, -85.15328699999999 35.202768, -85.152638 35.203007, -85.152546 35.202920999999996, -85.15215099999999 35.202574, -85.152126 35.200666999999996, -85.150202 35.198664, -85.143502 35.196793, -85.142014 35.196414, -85.14099499999999 35.192934, -85.139378 35.192095, -85.131509 35.19069, -85.12715999999999 35.188843, -85.12825699999999 35.184039999999996, -85.133594 35.179176999999996, -85.13646299999999 35.17449, -85.136834 35.16992, -85.136611 35.168972, -85.136134 35.16737, -85.134962 35.166017, -85.133276 35.164013, -85.136065 35.160326999999995, -85.1366 35.157647, -85.139686 35.152633, -85.141172 35.150371, -85.144019 35.151469999999996, -85.147307 35.152173, -85.150958 35.15426, -85.157545 35.153607, -85.16192 35.151396999999996, -85.163247 35.15042, -85.163997 35.147853999999995, -85.16625499999999 35.144529, -85.166753 35.142911999999995, -85.16977399999999 35.137696999999996, -85.174598 35.139956, -85.17456299999999 35.140919, -85.175753 35.141557999999996, -85.17745699999999 35.143035999999995, -85.178664 35.143575, -85.18066499999999 35.143966999999996, -85.18163799999999 35.144360999999996, -85.183668 35.144496, -85.184072 35.144141999999995, -85.18552199999999 35.142483, -85.190268 35.1447, -85.192121 35.146602, -85.19447699999999 35.147306, -85.19659399999999 35.146675, -85.197791 35.150442, -85.19681 35.152495, -85.19930699999999 35.154057))"
47,065,010101,"30,922","43,438","22,977","POLYGON ((-85.136834 35.16992, -85.13646299999999 35.17449, -85.133594 35.179176999999996, -85.12825699999999 35.184039999999996, -85.12715999999999 35.188843, -85.131509 35.19069, -85.12879799999999 35.193039, -85.12584299999999 35.196577, -85.12247699999999 35.201459, -85.120666 35.2051, -85.11713999999999 35.207547, -85.11371299999999 35.209339, -85.110243 35.210405, -85.107074 35.210918, -85.10569799999999 35.210653, -85.10290499999999 35.211419, -85.100551 35.211435, -85.09898 35.211959, -85.094695 35.212533, -85.09204299999999 35.213726, -85.090257 35.213605, -85.087042 35.21441, -85.08528199999999 35.215655999999996, -85.08305399999999 35.218119, -85.079787 35.223042, -85.078869 35.225165, -85.07791399999999 35.228784, -85.07851 35.232623, -85.080052 35.236176, -85.07569 35.237035, -85.070725 35.235102, -85.066805 35.233121, -85.06239599999999 35.229631999999995, -85.059893 35.225828, -85.058956 35.222133, -85.059085 35.220738, -85.060434 35.218838999999996, -85.06138899999999 35.216346, -85.06358 35.215357, -85.064756 35.213782, -85.065258 35.210176, -85.06617899999999 35.208687999999995, -85.068227 35.207415, -85.069225 35.203506, -85.06911 35.202253, -85.07096899999999 35.198449, -85.070746 35.196203, -85.069537 35.192921, -85.06817699999999 35.190632, -85.06671399999999 35.186799, -85.066788 35.185353, -85.067791 35.183608, -85.06812 35.181256, -85.067691 35.180496, -85.064566 35.183572, -85.059595 35.185860999999996, -85.05948599999999 35.185673, -85.056073 35.181712999999995, -85.049904 35.179325, -85.040926 35.177295, -85.037278 35.177209999999995, -85.038107 35.173491, -85.037177 35.172990999999996, -85.040359 35.168327, -85.040257 35.166613999999996, -85.04150399999999 35.165248, -85.04382299999999 35.161494, -85.045599 35.160243, -85.04722799999999 35.161004, -85.04860699999999 35.159973, -85.051613 35.159777, -85.054101 35.157657, -85.054952 35.155758, -85.058633 35.154116, -85.059821 35.155201999999996, -85.06062299999999 35.157447, -85.062995 35.159805999999996, -85.066147 35.160171999999996, -85.067708 35.159572, -85.067515 35.157001, -85.068399 35.156037, -85.073985 35.157126, -85.07723 35.15848, -85.077664 35.157469, -85.07892199999999 35.157561, -85.084498 35.158583, -85.087136 35.157768, -85.088129 35.154863, -85.089846 35.153118, -85.09248199999999 35.153697, -85.096408 35.152622, -85.098744 35.150434, -85.101028 35.151081, -85.103393 35.152260999999996, -85.104531 35.151875, -85.105994 35.149046, -85.10799899999999 35.148336, -85.11141099999999 35.149054, -85.115326 35.15031, -85.117481 35.151447, -85.118607 35.153689, -85.12149199999999 35.155446, -85.120469 35.156748, -85.12420499999999 35.160329, -85.124956 35.161922, -85.126317 35.162497, -85.12730599999999 35.164097, -85.12893199999999 35.165223999999995, -85.13354799999999 35.167001, -85.134962 35.166017, -85.136134 35.16737, -85.136611 35.168972, -85.136834 35.16992))"
47,065,001900,"13,428","19,570","11,780","POLYGON ((-85.329837 35.016954, -85.32817899999999 35.018204, -85.326178 35.017739999999996, -85.32576399999999 35.019988999999995, -85.32261299999999 35.021291, -85.322284 35.021775, -85.32198199999999 35.022656999999995, -85.321595 35.022997, -85.320872 35.023247999999995, -85.320258 35.023278999999995, -85.319119 35.023134999999996, -85.308263 35.021226, -85.306867 35.021350999999996, -85.30454999999999 35.022895, -85.30411699999999 35.022953, -85.30342499999999 35.021338, -85.304976 35.017026, -85.301948 35.015893999999996, -85.30401599999999 35.015164999999996, -85.303158 35.014415, -85.305111 35.013557, -85.304363 35.011461, -85.303174 35.010678999999996, -85.30357 35.009067, -85.302325 35.00814, -85.30345799999999 35.005728999999995, -85.305545 35.004712, -85.305657 35.003631, -85.306196 35.001053999999996, -85.304294 34.99784, -85.302165 34.996247, -85.30266 34.994518, -85.301563 34.993227999999995, -85.301446 34.989502, -85.29991799999999 34.98813, -85.30227 34.986885, -85.304957 34.987753999999995, -85.30546199363059 34.984474821656, -85.308257 34.984375, -85.3228182526082 34.9841133986812, -85.32742496464239 34.984030636437005, -85.327393 34.984634, -85.32705899999999 34.986413, -85.326999 34.986657, -85.32792599999999 34.987651, -85.328048 34.988195, -85.32619199999999 34.987989999999996, -85.325307 34.987846999999995, -85.325296 34.988444, -85.323155 34.991309, -85.323365 34.996297999999996, -85.323368 34.996581, -85.323499 34.996911, -85.323758 34.99718, -85.324248 34.9974, -85.32471199999999 34.9977, -85.324818 34.998051, -85.32477399999999 34.998832, -85.324803 34.999261, -85.324919 34.999562999999995, -85.32479 35.001067, -85.325155 35.001495, -85.32369 35.00143, -85.32424 35.001557, -85.324815 35.002537, -85.32479099999999 35.004571999999996, -85.324885 35.005675, -85.32531 35.006293, -85.32642799999999 35.006516999999995, -85.326674 35.007028999999996, -85.3274 35.007269, -85.32753 35.00806, -85.327968 35.009242, -85.32844 35.010211, -85.32741 35.013385, -85.327317 35.013639999999995, -85.327089 35.014103999999996, -85.329938 35.016541, -85.329837 35.016954))"
47,065,003100,"22,315","24,306","19,309","POLYGON ((-85.315575 35.041095, -85.31481699999999 35.042093, -85.314199 35.044340999999996, -85.31433 35.049972, -85.31388 35.052184, -85.315309 35.054221999999996, -85.316339 35.057684, -85.316244 35.057705, -85.312714 35.05842, -85.309283 35.058513999999995, -85.307256 35.058321, -85.30554099999999 35.057699, -85.302534 35.057368, -85.303321 35.054663, -85.304137 35.053094, -85.30261999999999 35.052527999999995, -85.305587 35.04744, -85.306907 35.04526, -85.304814 35.044472999999996, -85.30541199999999 35.043388, -85.30756 35.039517, -85.307313 35.036139999999996, -85.30824299999999 35.036484, -85.31747899999999 35.039918, -85.315575 35.041095))"
47,065,010434,"25,035","33,109","20,988","POLYGON ((-85.312972 35.147393, -85.312145 35.147141999999995, -85.30431999999999 35.155878, -85.30218099999999 35.159909, -85.302255 35.160337999999996, -85.301822 35.160529, -85.301312 35.160671, -85.30090899999999 35.161083, -85.300454 35.161949, -85.2997 35.162534, -85.299326 35.163134, -85.29595499999999 35.166951999999995, -85.295583 35.16834, -85.293975 35.170912, -85.291889 35.172945, -85.28860399999999 35.177277, -85.285619 35.181972, -85.283622 35.183489, -85.28052 35.185412, -85.279665 35.186968, -85.28116299999999 35.188286, -85.28323499999999 35.187677, -85.283436 35.188176, -85.282789 35.189385, -85.281514 35.191071, -85.28041499999999 35.191763, -85.281312 35.192510999999996, -85.285108 35.193551, -85.286031 35.194880999999995, -85.286834 35.195507, -85.28465399999999 35.198267, -85.28125299999999 35.196873, -85.280053 35.197172, -85.276928 35.200751, -85.27637 35.202034999999995, -85.273293 35.202991, -85.271919 35.202884, -85.273285 35.204589999999996, -85.271315 35.205914, -85.266449 35.207724999999996, -85.263224 35.209747, -85.26194799999999 35.211431999999995, -85.261487 35.215671, -85.264889 35.217656, -85.26175599999999 35.216798, -85.260322 35.214833999999996, -85.258011 35.214406, -85.25062799999999 35.214566, -85.243736 35.219905, -85.241444 35.222085, -85.23968699999999 35.224499, -85.238815 35.228244, -85.24088599999999 35.229399, -85.23818399999999 35.230871, -85.237195 35.231159, -85.23313399999999 35.233461999999996, -85.23286 35.232800000000005, -85.231202 35.229703, -85.23109 35.229572999999995, -85.228264 35.226808999999996, -85.225483 35.225498, -85.222218 35.22305, -85.221391 35.221894, -85.22040299999999 35.219499, -85.21626499999999 35.214729999999996, -85.21778599999999 35.213193, -85.218192 35.212783, -85.220006 35.211121999999996, -85.225471 35.207578999999996, -85.228567 35.205239999999996, -85.231388 35.202600000000004, -85.242584 35.190574, -85.24371 35.189617, -85.24619799999999 35.188314999999996, -85.253868 35.185139, -85.253956 35.185103, -85.260035 35.182663, -85.27084599999999 35.17886, -85.273389 35.177524, -85.276665 35.17494, -85.279259 35.171707, -85.283011 35.166136, -85.285504 35.157751, -85.28731499999999 35.157982, -85.289743 35.156999, -85.29117099999999 35.157129, -85.293639 35.154308, -85.295029 35.151485, -85.298653 35.147307, -85.300609 35.144096, -85.30093699999999 35.142509, -85.300325 35.141371, -85.300703 35.139154, -85.304315 35.134781, -85.305078 35.134395999999995, -85.306975 35.136919999999996, -85.30563 35.140721, -85.310045 35.143733999999995, -85.31258799999999 35.146305999999996, -85.312972 35.147393))"
47,065,012300,"16,934","23,224","12,710","POLYGON ((-85.28876 35.054089, -85.28876799999999 35.055786999999995, -85.285619 35.056745, -85.283993 35.057666, -85.28203099999999 35.059084, -85.279523 35.062553, -85.278339 35.066402, -85.278256 35.067935999999996, -85.279212 35.077352999999995, -85.279015 35.081452, -85.278239 35.083418, -85.27619399999999 35.086421, -85.27252899999999 35.089656999999995, -85.27032299999999 35.09091, -85.268407 35.089287999999996, -85.263269 35.088643, -85.261369 35.087914999999995, -85.25835699999999 35.08765, -85.253653 35.089468, -85.24983 35.090292, -85.24640000000001 35.090185, -85.24333 35.089532, -85.239415 35.089124999999996, -85.227373 35.084606, -85.221428 35.08309, -85.218367 35.080219, -85.220818 35.077003999999995, -85.22184399999999 35.074760999999995, -85.22416899999999 35.074825, -85.227515 35.073926, -85.22834 35.073097, -85.228461 35.071549999999995, -85.22619499999999 35.070308, -85.222763 35.069972, -85.21790999999999 35.069064, -85.214576 35.068976, -85.21287699999999 35.067910999999995, -85.21413199999999 35.0679, -85.220841 35.068505, -85.228248 35.067747, -85.22847 35.067772, -85.234489 35.067899, -85.23664 35.067094, -85.2412 35.065498, -85.241574 35.065671, -85.24597 35.064954, -85.250776 35.062202, -85.250455 35.062782999999996, -85.253738 35.063984, -85.254488 35.064257, -85.253365 35.066319, -85.257477 35.06782, -85.257925 35.069282, -85.271298 35.056262, -85.27574899999999 35.058548, -85.277542 35.057095, -85.285236 35.054224999999995, -85.287407 35.052855, -85.288781 35.053835, -85.28876 35.054089))"
47,065,001100,"16,169","17,014","15,000","POLYGON ((-85.291624 35.040656, -85.290939 35.041917999999995, -85.29045099999999 35.042816, -85.289352 35.044815, -85.288721 35.045988, -85.286887 35.046389, -85.286733 35.046303, -85.271985 35.040877, -85.26922499999999 35.039871, -85.271851 35.034855, -85.27321599999999 35.032371999999995, -85.278824 35.034458, -85.292087 35.039816, -85.291624 35.040656))"
47,065,012400,"5,262","6,075","4,600","POLYGON ((-85.30756 35.039517, -85.30541199999999 35.043388, -85.304814 35.044472999999996, -85.306907 35.04526, -85.305587 35.04744, -85.30261999999999 35.052527999999995, -85.304137 35.053094, -85.303321 35.054663, -85.302534 35.057368, -85.296787 35.056307, -85.295484 35.055648, -85.28876799999999 35.055786999999995, -85.28876 35.054089, -85.288781 35.053835, -85.287407 35.052855, -85.288797 35.052296999999996, -85.294737 35.052119999999995, -85.297517 35.050962, -85.297859 35.050803, -85.298029 35.050759, -85.297615 35.050699, -85.296266 35.050188999999996, -85.29604499999999 35.050125, -85.29312999999999 35.048738, -85.293617 35.047824999999996, -85.291009 35.046856999999996, -85.288721 35.045988, -85.289352 35.044815, -85.29045099999999 35.042816, -85.290939 35.041917999999995, -85.291624 35.040656, -85.292087 35.039816, -85.293069 35.038032, -85.293279 35.037717, -85.294163 35.036125, -85.29633299999999 35.031956, -85.29795 35.032576999999996, -85.307313 35.036139999999996, -85.30756 35.039517))"
47,065,011204,"31,634","38,649","22,358","POLYGON ((-85.06491899999999 34.987915, -85.062258 34.988876999999995, -85.058505 34.995611, -85.056769 34.998304999999995, -85.055315 34.999745, -85.0502 35.003226, -85.046365 35.007684999999995, -85.041811 35.011995, -85.039767 35.012499, -85.037795 35.01278, -85.03589199999999 35.013884, -85.033035 35.016732, -85.032259 35.01701, -85.03156 35.017025, -85.026873 35.016436, -85.02449399999999 35.020001, -85.022686 35.021632, -85.02299699999999 35.021978, -85.02381199999999 35.023309999999995, -85.025809 35.027138, -85.028095 35.031504999999996, -85.035862 35.046202, -85.038039 35.048207, -85.044704 35.052472, -85.04847199999999 35.053304, -85.04969899999999 35.053504, -85.04988399999999 35.054407999999995, -85.04799899999999 35.059245, -85.047602 35.061752, -85.046539 35.064001999999995, -85.045814 35.065456, -85.04150399999999 35.064133, -85.038369 35.067014, -85.03396599999999 35.074885, -85.032851 35.077129, -85.032798 35.077681, -85.033777 35.079094999999995, -85.01379399999999 35.086408999999996, -85.012579 35.087042, -85.009084 35.090483, -85.00835099999999 35.092036, -85.007452 35.087838999999995, -85.009928 35.083793, -85.007627 35.079817, -84.99894599999999 35.076508, -84.995148 35.075174, -85.002282 35.061913, -84.99444799999999 35.058873999999996, -84.998182 35.052053, -85.00151799999999 35.045736, -84.994756 35.035849999999996, -84.994029 35.035035, -84.987208 35.031003999999996, -84.978186 35.025771, -84.969055 35.019905, -84.96924899999999 35.018533, -84.96552799999999 35.017022, -84.964961 35.018046, -84.961362 35.015876999999996, -84.961146 35.015175, -84.970185 35.00004, -84.9769733744412 34.9876687952914, -84.97986 34.987646999999996, -84.9804339282338 34.9876400627155, -85.045052 34.986858999999995, -85.045183 34.986883, -85.06483722609829 34.9867656873407, -85.06491899999999 34.987915))"
47,065,000800,"21,791","26,520","20,411","POLYGON ((-85.318563 35.074722, -85.315925 35.074664999999996, -85.312073 35.079675, -85.307473 35.078415, -85.307199 35.080830999999996, -85.307215 35.080674, -85.307913 35.071951, -85.308679 35.071244, -85.309058 35.065413, -85.308515 35.062643, -85.308515 35.062552, -85.309283 35.058513999999995, -85.312714 35.05842, -85.316244 35.057705, -85.316339 35.057684, -85.318738 35.065646, -85.31825599999999 35.068621, -85.31703399999999 35.068764, -85.319262 35.070699, -85.318563 35.074722))"
47,065,003300,"20,543","19,179","21,364","POLYGON ((-85.251274 35.03738, -85.249946 35.036693, -85.2497 35.036649, -85.249316 35.036707, -85.248466 35.036888, -85.24782499999999 35.037058, -85.24663 35.037295, -85.244811 35.037968, -85.24271399999999 35.038036, -85.23822799999999 35.038059, -85.234901 35.039032, -85.22805699999999 35.039764999999996, -85.226671 35.04025, -85.22389299999999 35.041334, -85.22241799999999 35.042916999999996, -85.220252 35.043182, -85.217299 35.044522, -85.215864 35.045988, -85.214074 35.04913, -85.212109 35.048986, -85.20910099999999 35.050079, -85.206204 35.04848, -85.205141 35.047091, -85.206385 35.046098, -85.208433 35.047091, -85.209749 35.046562, -85.210495 35.044520999999996, -85.20974199999999 35.042223, -85.20955699999999 35.039687, -85.21083 35.035953, -85.21198 35.033142, -85.21243299999999 35.030682, -85.212463 35.021963, -85.21162799999999 35.018193, -85.211771 35.015933, -85.21226999999999 35.016011, -85.21362599999999 35.014223, -85.217894 35.015516999999996, -85.21969899999999 35.014309, -85.222858 35.017218, -85.225669 35.017696, -85.226232 35.016664, -85.230216 35.018139, -85.230334 35.018183, -85.23307799999999 35.019192, -85.232033 35.021236, -85.23558799999999 35.022712, -85.23447 35.025335, -85.23477 35.027333, -85.24084599999999 35.029556, -85.243042 35.030370999999995, -85.242267 35.031743999999996, -85.244963 35.032688, -85.245171 35.032435, -85.246476 35.030038999999995, -85.248626 35.030228, -85.247174 35.033133, -85.253113 35.035596, -85.251274 35.03738))"
47,065,011411,"25,866","30,647","23,090","POLYGON ((-85.269565 35.091449, -85.26490299999999 35.093863, -85.254319 35.098329, -85.250894 35.100567, -85.247846 35.101935, -85.242768 35.103367, -85.239036 35.103956, -85.233482 35.105458, -85.230588 35.106183, -85.229227 35.106196, -85.226365 35.10621, -85.215356 35.103198, -85.20893 35.10301, -85.198989 35.105136, -85.19644199999999 35.10667, -85.194592 35.107611999999996, -85.19028999999999 35.103829, -85.18785 35.103201999999996, -85.185045 35.10335, -85.18005 35.105184, -85.17617299999999 35.105616, -85.180854 35.105776, -85.18221299999999 35.104782, -85.18103099999999 35.105939, -85.177967 35.106215999999996, -85.174274 35.105677, -85.175575 35.105349, -85.174015 35.105257, -85.173234 35.104983, -85.17178 35.102264999999996, -85.16976799999999 35.09994, -85.169632 35.099812, -85.174689 35.096135, -85.177854 35.094367999999996, -85.18408199999999 35.091432999999995, -85.186889 35.089558, -85.19080699999999 35.086801, -85.193416 35.085615, -85.194521 35.085288, -85.200893 35.084452999999996, -85.203305 35.08372, -85.204132 35.083379, -85.20669699999999 35.082462, -85.20906699999999 35.081735, -85.218367 35.080219, -85.221428 35.08309, -85.227373 35.084606, -85.239415 35.089124999999996, -85.24333 35.089532, -85.24640000000001 35.090185, -85.24983 35.090292, -85.253653 35.089468, -85.25835699999999 35.08765, -85.261369 35.087914999999995, -85.263269 35.088643, -85.268407 35.089287999999996, -85.27032299999999 35.09091, -85.269565 35.091449))"
47,065,011201,"37,641","48,896","26,627","POLYGON ((-85.084547 35.126976, -85.081901 35.12761, -85.07763899999999 35.134125, -85.077227 35.135385, -85.07749 35.137614, -85.08050899999999 35.142164, -85.080674 35.144002, -85.077531 35.145029, -85.07414 35.146907999999996, -85.074055 35.147512, -85.075176 35.149592999999996, -85.07493199999999 35.151772, -85.075452 35.153172, -85.07797099999999 35.153312, -85.076723 35.156134, -85.077664 35.157469, -85.07723 35.15848, -85.073985 35.157126, -85.068399 35.156037, -85.067515 35.157001, -85.067708 35.159572, -85.066147 35.160171999999996, -85.062995 35.159805999999996, -85.06062299999999 35.157447, -85.059821 35.155201999999996, -85.058633 35.154116, -85.054952 35.155758, -85.054101 35.157657, -85.051613 35.159777, -85.04860699999999 35.159973, -85.04722799999999 35.161004, -85.045599 35.160243, -85.04382299999999 35.161494, -85.04150399999999 35.165248, -85.040257 35.166613999999996, -85.040359 35.168327, -85.037177 35.172990999999996, -85.038107 35.173491, -85.037278 35.177209999999995, -85.034015 35.177203999999996, -85.02622199999999 35.174217, -85.021 35.172647999999995, -85.019348 35.171692, -85.017838 35.170044, -85.01615199999999 35.16953, -85.011832 35.170026, -85.00776599999999 35.172292, -85.007577 35.174248, -85.00537399999999 35.17413, -85.004871 35.173325999999996, -85.006012 35.171498, -85.005844 35.17015, -85.007081 35.168683, -85.006565 35.167127, -85.00735499999999 35.163422, -85.008157 35.161511, -85.00916199999999 35.161066, -85.009598 35.15791, -85.010753 35.15662, -85.013404 35.155041, -85.012361 35.152342, -85.013967 35.151627999999995, -85.015564 35.152201, -85.016637 35.151153, -85.016655 35.148724, -85.01747399999999 35.148072, -85.02211799999999 35.149049, -85.02404299999999 35.148829, -85.02521399999999 35.143026, -85.02550699999999 35.139795, -85.02664299999999 35.136171, -85.026737 35.131952999999996, -85.025947 35.130021, -85.026427 35.128079, -85.025562 35.126854, -85.0236 35.125073, -85.010251 35.100840999999996, -85.008478 35.09269, -85.00835099999999 35.092036, -85.009084 35.090483, -85.012579 35.087042, -85.01379399999999 35.086408999999996, -85.033777 35.079094999999995, -85.032798 35.077681, -85.032851 35.077129, -85.03396599999999 35.074885, -85.038369 35.067014, -85.04150399999999 35.064133, -85.045814 35.065456, -85.046539 35.064001999999995, -85.047602 35.061752, -85.04799899999999 35.059245, -85.04988399999999 35.054407999999995, -85.04969899999999 35.053504, -85.049562 35.053162, -85.05408 35.054109, -85.058959 35.057711999999995, -85.062134 35.057964, -85.06670299999999 35.059608, -85.06636999999999 35.06203, -85.06827799999999 35.062371, -85.06880000000001 35.063755, -85.067764 35.065915, -85.068653 35.071014, -85.06717599999999 35.074360999999996, -85.067818 35.077542, -85.068411 35.078593999999995, -85.065913 35.081278999999995, -85.064968 35.083219, -85.070888 35.083492, -85.07218499999999 35.084269, -85.07225 35.08437, -85.072428 35.084536, -85.07282099999999 35.084785, -85.07328 35.085107, -85.074401 35.086484999999996, -85.07485199999999 35.087935, -85.07289899999999 35.087801, -85.072069 35.089037, -85.069991 35.08979, -85.069169 35.089273999999996, -85.067658 35.089839999999995, -85.067858 35.091637, -85.067504 35.092109, -85.06638099999999 35.092351, -85.065742 35.092188, -85.064897 35.093247, -85.064877 35.09412, -85.068213 35.094681, -85.06888099999999 35.095493999999995, -85.06745099999999 35.097148, -85.06702899999999 35.098692, -85.068133 35.099077, -85.07300699999999 35.098290999999996, -85.075006 35.099598, -85.072479 35.100989, -85.070914 35.100775, -85.069818 35.104268999999995, -85.07022599999999 35.105906999999995, -85.072773 35.106384999999996, -85.073261 35.107079999999996, -85.06922999999999 35.108473, -85.06898199999999 35.110281, -85.070065 35.111215, -85.07484 35.112072, -85.07630499999999 35.112649, -85.076753 35.113966999999995, -85.07641199999999 35.116671, -85.075603 35.119527999999995, -85.07468 35.120484999999995, -85.071664 35.119655, -85.070674 35.121452, -85.072975 35.122402, -85.075831 35.121534, -85.079302 35.122578, -85.079675 35.125071999999996, -85.083388 35.126523999999996, -85.084547 35.126976))"
